;Neighborhood;Densidad_Poblacion;bar;bus;cafe;clothes_shop;dog_parks;gym_fitness;hospitals;luxury_shops;nightclub;parks;private_school;pub;public_transport;restaurants;school;supermarkets;Crimenes_Barrio;Avg_price;security
84;VOICES NC;0.473538148677385;0.0;0.22483940042826553;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09523809523809523;0.0;0.0;0.030303030303030304;0.0;0.3142857142857143;0.18181818181818182;0.22806391006630128;0.21978339446597597;0.7719360899336987
85;WATTS NC;0.385478622691321;0.0;0.13490364025695933;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.23809523809523808;0.0;0.0;0.030303030303030304;0.01020408163265306;0.34285714285714286;0.09090909090909091;0.15527226992531404;0.026431928912122066;0.8447277300746859
86;WEST ADAMS NC;0.23883685421034892;0.09090909090909091;0.1734475374732334;0.10606060606060606;0.0;0.0;0.1388888888888889;0.0;0.11764705882352941;0.0;0.07142857142857142;0.0;0.0;0.24242424242424243;0.07142857142857142;0.14285714285714285;0.4545454545454546;0.10994829433411488;0.17893390782416688;0.8900517056658851
87;WEST HILLS NC;0.0635964061021631;0.0;0.19057815845824413;0.030303030303030304;0.01282051282051282;0.14285714285714285;0.05555555555555555;0.2;0.0;0.0;0.3571428571428571;0.3333333333333333;0.0;0.0;0.06632653061224489;0.45714285714285713;0.6363636363636364;0.07881620421408941;0.21474771277358104;0.9211837957859106
88;WEST LOS ANGELES SAWTELLE NC;0.36025696958511233;0.21212121212121213;0.1841541755888651;0.4090909090909091;0.11538461538461538;0.0;0.4722222222222222;0.0;0.0;0.0;0.07142857142857142;0.0;0.2;0.15151515151515152;0.4540816326530612;0.3142857142857143;0.5454545454545454;0.1467478223064143;0.23315980331120253;0.8532521776935857
89;WESTCHESTER/PLAYA NC;0.0713696764735097;0.30303030303030304;0.40471092077087795;0.6212121212121212;0.1923076923076923;1.0;0.3333333333333333;0.0;0.11764705882352941;0.0;1.0;0.3333333333333333;0.4;0.15151515151515152;0.3877551020408163;0.48571428571428565;0.9090909090909092;0.3608217008524448;0.39153216136628566;0.6391782991475552
90;WESTLAKE NORTH NC;1.0;0.0;0.08137044967880086;0.015151515151515152;0.0;0.0;0.0;0.2;0.0;0.0;0.023809523809523808;0.0;0.0;0.0;0.04081632653061224;0.2571428571428571;0.0;0.08064841699920812;0.10709208317645738;0.9193515830007919
91;WESTLAKE SOUTH NC;0.9393250803343842;0.0;0.12419700214132763;0.015151515151515152;0.0;0.0;0.0;0.0;0.0;0.0;0.047619047619047616;0.0;0.0;0.12121212121212122;0.03571428571428571;0.1714285714285714;0.09090909090909091;0.14744654752107822;0.10709208317645738;0.8525534524789218
92;WESTSIDE NC;0.1645773370289903;0.09090909090909091;0.278372591006424;0.2878787878787879;0.47435897435897434;0.14285714285714285;0.2777777777777778;0.2;0.3529411764705882;0.0;0.14285714285714285;0.3333333333333333;0.1;0.21212121212121213;0.3469387755102041;0.08571428571428572;0.36363636363636365;0.1389686815831561;0.21978339446597597;0.8610313184168439
93;WESTWOOD NC;0.16420726918548043;0.0;0.11349036402569594;0.09090909090909091;0.0;0.14285714285714285;0.08333333333333333;0.0;0.058823529411764705;0.0;0.07142857142857142;0.0;0.0;0.0;0.08163265306122448;0.08571428571428572;0.18181818181818182;0.04915920065835443;0.3596621770314429;0.9508407993416456
94;WILMINGTON NC;0.04427436200986608;0.0;0.036402569593147756;0.0;0.0;0.0;0.027777777777777776;0.0;0.0;0.0;0.3571428571428571;0.0;0.0;0.030303030303030304;0.02551020408163265;0.39999999999999997;0.2727272727272727;0.20143471577410993;0.0698169705768327;0.7985652842258901
95;WILSHIRE CENTER - KOREATOWN NC;0.8506769404064861;0.24242424242424243;0.40471092077087795;0.5757575757575758;0.08974358974358974;0.0;0.08333333333333333;0.0;0.11764705882352941;0.30000000000000004;0.14285714285714285;0.3333333333333333;0.1;0.36363636363636365;0.7397959183673469;0.45714285714285713;0.8181818181818182;0.3953853081378197;0.1175690562323333;0.6046146918621803
96;WINNETKA NC;0.2168130467925683;0.030303030303030304;0.18201284796573877;0.06060606060606061;0.0;0.0;0.0;0.0;0.0;0.1;0.09523809523809523;0.0;0.0;0.030303030303030304;0.04591836734693877;0.2857142857142857;0.18181818181818182;0.12230796702016988;0.12840044634452655;0.8776920329798301
97;WOODLAND HILLS-WARNER CENTER NC;0.0895313842707802;0.09090909090909091;0.4282655246252677;0.3484848484848485;0.3205128205128205;0.0;1.0;0.6000000000000001;0.5294117647058824;0.0;0.45238095238095233;1.0;0.30000000000000004;0.06060606060606061;0.760204081632653;0.8285714285714285;1.0;0.29020387249041196;0.2948855797046398;0.7097961275095881
98;ZAPATA-KING NC;0.5239460153054002;0.0;0.22483940042826553;0.015151515151515152;0.0;0.0;0.0;0.2;0.0;0.0;0.09523809523809523;0.3333333333333333;0.0;0.0;0.00510204081632653;0.34285714285714286;0.09090909090909091;0.19239786966445666;0.21978339446597597;0.8076021303355434
